word,pos,meaning_zh,confidence,source,example_szy,example_zh
namihezek,,[例] 我把工作作完。,★★★,ilrdf_xml,namihezek kaku tu nangatuan.,我把工作作完。
namihima,,[例] 早上我去安慰 Mues。,★★★,ilrdf_xml,namihima kaku i nasanal ci Muesan.,早上我去安慰 Mues。
namikacaw,,[例] 我們有坐火車去臺北市過。,★★★,ilrdf_xml,namikacaw kami tu silamalay tayza i Taypak.,我們有坐火車去臺北市過。
namikidem,,[例] Taymu 曾經偷過貓。,★★★,ilrdf_xml,namikidem ci Taymu tu nani'.,Taymu 曾經偷過貓。
namikukay,,[例] Sayun 回日本前已表達謝意。,★★★,ilrdf_xml,namikukay tu ci Sayun a taluma' i Lipung.,Sayun 回日本前已表達謝意。
namimali,,[例] 我打球時被球打到頭部。,★★★,ilrdf_xml,masikeda nu mali ku tangah nu maku namimali.,我打球時被球打到頭部。
namin,,,★☆☆,corpus_highfreq,"""padungusay"" idaw Kya kamu, nikaudipan sadikuday paketunay, ahican ku kawaw, nika utaw namin ku sikawaway,",
naming,,,★☆☆,corpus_highfreq,"1462 a mihcaan,mayince nakinatusa masasuada tu tinsukiw sa, makudemu nu satabakiay a cuciyaw ci natusiatawhu sakatusa a si, cikutepaw han paydangan, u insacu a mikuliay nida sa mamin malaliwasak, kyu ya maudipay nuda asapiinsacu malakalak. Katukuh1643 a mihcaan katuuday a niyadu’ “ u setulasepaw, kelung, niwlunpaw, awkusepaw sa”tahekal tu naming ku maudipay a sapiinsacu a kuziw.",
namisuped,,[例] 我存錢很有用買了房子。,★★★,ilrdf_xml,sipuc kaku namisuped tu kalisiw makacakay tu luma'.,我存錢很有用買了房子。
namu,,[例] 你們的房子很堅固。,★★★,ilrdf_xml,tanektek ku luma' namu a 'nengen.,你們的房子很堅固。
namueneng,,[例] 我從椅子上起來了。,★★★,ilrdf_xml,mulekal tu kaku namueneng.,我從椅子上起來了。
namuh,,[例] 我不喜歡這裡的工作性質。,★★★,ilrdf_xml,caay ka namuh kaku tuyni a pisakakawawan.,我不喜歡這裡的工作性質。
namuhaw,,[例] 我們要孝敬長輩！,★★★,ilrdf_xml,namuhaw nu mita kiya babalaki!,我們要孝敬長輩！
namuhen,,[例] 你怎麼不讓我喜歡你。,★★★,ilrdf_xml,namuhen nu maku kya makai kisu.,你怎麼不讓我喜歡你。
namulecuh,,[例] 剛生產完不要把頭弄濕或吹到風。,★★★,ilrdf_xml,namulecuh sa amana paceba pabali tu tangah.,剛生產完不要把頭弄濕或吹到風。
namuway,,[例] 請問你們的汽車是那一部？,★★★,ilrdf_xml,hani i cuwa ku namuway a kazizeng?,請問你們的汽車是那一部？
nan,,,★☆☆,corpus_highfreq,"Acun, Alu atu Tian-nan matatules ku lima nuheni mialaw tu nitimaan a uduan, sadikuday malawpesm, ci Huo-puose (霍博士) cuduhen patayda i duutduutan, ya pacebaay a Lawen nan malatademaw tu ci Lawlunse dakepen. ci Aylee maadih nida ci Tian-nan atu ci Laywen tuni kasasungaayan, mangalay mihulak mitima' tu sakaykisuan , taban nu labiyi masuni ku tuki mahida henay ku nuheni tatusa u balaut henay. ci Acun maemek nu mapalaway mapatay, tanunamuh satu atu mamidang dida ci Yiwen-cialin, mala tapukuan nu caca",
nana,,[例] 請快走吧！,★★★,ilrdf_xml,nana tu!,請快走吧！
nanaan,,[例] 學校派Silu到蘭嶼。,★★★,ilrdf_xml,nanaan nu picudadan ci Silu tayza i Butud.,學校派Silu到蘭嶼。
nanabaw,,[例] 死掉的魚浮出水面。,★★★,ilrdf_xml,nanabaw sa ku matataay a buting.,死掉的魚浮出水面。
nanam,,,★☆☆,corpus_highfreq,"E’wenke’cu nu cacay ku acawa nu sasacabayan, sumamad u babalaki ku sikawaway palacawa, alahican ibili henay patuduan tu ku saacawaan atu i hahuyahuyan heny nu lutungay patuduan tu mikunyaku, u nanam tu wawa henay palacawaan tu ku tademaw. namikunyaku sa apatayda tu pinkin, caay namin kalecad ku lisin, kaduh, katalan, sidi, ngabul u sapabeli ku mahidaay tu pinkinan. wayway nu pikikungan nanuniyadu’ caay namin kalecad.",
nanamenaca,,[例] 唱的不好，要再去學習。,★★★,ilrdf_xml,anu maliyuh henay midadiw sa nanamenaca.,唱的不好，要再去學習。
nanami,,[例] 學說族語，才不會忘記我們的語言。,★★★,ilrdf_xml,nanami ku kamu ita tawya caay ka pawan ku kamu nu mita.,學說族語，才不會忘記我們的語言。
nananuman,,,★☆☆,corpus_highfreq,"1. dapdap ikasienawan han atu lala’ nu nananuman mahaymaw mulangaw atu mabadi’, apananuman tu, kya kapah ku langw, amiadih kita tuni palumaantu nu sahecian a langawan mikuwan, kya caay ka wada’ kuni kasihecian nu duma a langawan.",
nananumen,,[例] 飲料蠻好喝的。,★★★,ilrdf_xml,asu' nanumen ku nananumen.,飲料蠻好喝的。
nanatui,,[例] 去催促你先生回家了。,★★★,ilrdf_xml,nanatui pataluma'en tu ku acawa nu misu.,去催促你先生回家了。
nanay,,,★☆☆,corpus_highfreq,"(1) “ u kikay ku sapicuduh” ya balungan hina u kikay ku sapicuduh sa. anu idaw ku nipipacumudan tu sapicuduh tu kikayan atu taneng u kikay ku sapicuduh, nika hatidaay tu caay namin kaw u kikay ku micuduhan, hakiya u caayay pacumud tu kikay, caay kaw nu “ kikayay a balungan”. hatu hatidaay nu nipacunaan tu balungaan, anu pacumuden tu kikay anu caay cukaymasi u “sasilud tu” “ hucunu imian” saan tu “ payaypay a balungan” u caayay kaw u kikayay a balungaan, caay kaw u kikayay nu balungaan. kanahatu ",
nanayni,,[例] 靠過來些以免被車撞。,★★★,ilrdf_xml,nanayni maemekaw nu kazizeng.,靠過來些以免被車撞。
nanayza,,[例] 位子好擠，過去一些。,★★★,ilrdf_xml,salikecu sa kuni 'neng nanayza henay.,位子好擠，過去一些。
nangan,,,★☆☆,corpus_highfreq,"a nangan sa, tatama a ngangan sa izaw 77, tatayna a ngangan sa izaw 77. namakay Ranchanruy",
nangatuan,,[例] 怎麼不完成還沒做完工作(事情)，幹嘛留一點點。,★★★,ilrdf_xml,ku haminen ku nangatuan saliwaliwanen han ku canan.,怎麼不完成還沒做完工作(事情)，幹嘛留一點點。
nangelu'an,,[例] 別浪費老人辛苦得來的。,★★★,ilrdf_xml,amana patahtah tu nangelu'an nu babalaki.,別浪費老人辛苦得來的。
nani,,[例] 我們是從學校徒步到家的。,★★★,ilrdf_xml,nani picudadan ku culil nu niyam katukuh i luma'.,我們是從學校徒步到家的。
nani',,,★☆☆,corpus_highfreq,"amica hinaadih kita tu ciluculuk, yadahtu ku ciluciluk, nika u ada' nuheni han yadah tu u edu, tulakuk, nani' mukanay tu heci a aadupan, mukansa caay piliwan tu kiduan nuheni.",
nanihal,,[例] 薄布料會透視。,★★★,ilrdf_xml,nanihal ku duhpicay dawa.,薄布料會透視。
nanto,,,★☆☆,corpus_highfreq,u Sejek a niyazu' sa itiza i Nanto i Hualien. u tademaw a nikayadah sa mangasiw 13216 (2017.9).,
nantou,,,★☆☆,corpus_highfreq,"u Tayal a tademaw amin itiniay, mahiza ku Taluku ku Tayal, malecad ku kamu atu wayway, namaka Nantou tayni.",
nanu,,[例] 我曾住過山上。,★★★,ilrdf_xml,nanu i buyuay ku luma' aku.,我曾住過山上。
nanuadidi',,[例] 他從小就很懂事了。,★★★,ilrdf_xml,nanuadidi' ku nika tineng niza tu nu tademawan.,他從小就很懂事了。
nanulecuh,,[例] 從出生到老我尚未生過病。,★★★,ilrdf_xml,nanulecuh katukuh i nikabalaki sa caay henay ka imelang kaku.,從出生到老我尚未生過病。
nanum,,[例] 瑞北河邊的水都已乾涸了。,★★★,ilrdf_xml,maelac tu ku nanum nu alangahay nu Tamayan.,瑞北河邊的水都已乾涸了。
nanumay,,,★☆☆,corpus_highfreq,"(4) “ siludan” sakatulu “ hucunu a imian” sipatatiku tu “ mibutingay a balungaan, “ caayay kaw kakakuwanan a balunga”, sasanalimaan a sakasiwantan nu balungaan, “ ti-siw-balunga, “ nanumay a hikuki’ nu imian, mahiniay a balunga u kikayan nanay a pacuduhan caay kaw u “kikay nu balungaan, itini i kanatalan nu sulitan nu “hucunu a imian” kaysakuan u masacacayay atu masilacay, “ u ainanumay a balungan sa” tatengan u “ kikayay nu balungaan”, tatengaay nu imian u “ kikay nu balungaan”.",
nanumen,,[例] 請先飲用家人準備的茶水！,★★★,ilrdf_xml,nanumen henay ku nipahalhalan nu i luma'ay!,請先飲用家人準備的茶水！
nanunuz,,[例] Bunuk臨時煮午餐。,★★★,ilrdf_xml,nanunuz sa ci Bunuk misakalahuk.,Bunuk臨時煮午餐。
nanunuzen,,[例] Kacaw隨時遷移牛的位置。,★★★,ilrdf_xml,nanunuzen ni Kacaw milimad ku katalalan.,Kacaw隨時遷移牛的位置。
nanutawya,,[例] 從那時到現在你都沒有改變。,★★★,ilrdf_xml,nanutawya ka tukuh ayza mahiza kisu caay ka sumad.,從那時到現在你都沒有改變。
nanuy,,[例] 將嬰孩抱到搖籃。,★★★,ilrdf_xml,pakabi'en kiya wawa i nanuy.,將嬰孩抱到搖籃。
nanuyen,,[例] 去把搖籃搖一搖！,★★★,ilrdf_xml,nanuyen henay kiya lutungay i nanuy!,去把搖籃搖一搖！
nanyukuy,,[例] 我們晚餐的菜是吳郭魚。,★★★,ilrdf_xml,u nanyukuy ku sakalabi niyam a lami'.,我們晚餐的菜是吳郭魚。
napacena',,[例] Padakaw在途中休息過了。,★★★,ilrdf_xml,napacena' tu ci Padakaw i zazan.,Padakaw在途中休息過了。
napacengel,,[例] Pasang 去染過他的頭髮。,★★★,ilrdf_xml,napacengel ci Pasang tu bukes niza.,Pasang 去染過他的頭髮。
napaluma,,[例] 我們昨天種鳳梨。,★★★,ilrdf_xml,napaluma tu padingad kami i nacila.,我們昨天種鳳梨。
nasa,,[例] 我們以為他是個不錯的人。,★★★,ilrdf_xml,kapahay kuyza a tademaw nasa kami a mapulung.,我們以為他是個不錯的人。
nasakamuan,,,★☆☆,corpus_highfreq,"Antigua atu Barbuda sa i tini kitakit sa u masaadidi'ngay nu tademaw a kanatal. masulitay i 2016 a mihcaan u masausiay tu nikatineng sa, u tademaw nu An-Ba sa kalaidaw nu 10.10 nu mang, katuuday ku nu African a binacadan. u nu English ku nasakamuan nu kanatal tu sakalalacal. katuuday nu binawlan sa sisinggu tu nu ciwluay a kiwkay.",
nasanal,,[例] Tiway是今天上午到達這裡的。,★★★,ilrdf_xml,nasanal ci Tiway katukuh i tini.,Tiway是今天上午到達這裡的。
nasandeb,,[例] 昨天晚上我在Etuy家過夜。,★★★,ilrdf_xml,ci Etuyan kaku milabin nasandeb.,昨天晚上我在Etuy家過夜。
nasawni,,[例] 老師剛來我家。,★★★,ilrdf_xml,natayni nasawni ku saydang i luma' niyam.,老師剛來我家。
nasazipa'an,,[例] 這是熊的腳印。,★★★,ilrdf_xml,u nasazipa'an nu tumay kuyni.,這是熊的腳印。
nasepiyan,,[例] 他運氣真好抽中了單車。,★★★,ilrdf_xml,nasepiyan niza a makaala tu batikal.,他運氣真好抽中了單車。
nasi,,[例] 我們種很多梨子在山上。,★★★,ilrdf_xml,yadah ku nipalumaan niyam tu nasi i buyu'.,我們種很多梨子在山上。
nasisimpi,,[例] 我昨晚有夢到Panay。,★★★,ilrdf_xml,nasisimpi kaku nasandeb ci Panayan.,我昨晚有夢到Panay。
nasu,,[例] 我最喜歡吃的菜是茄子。,★★★,ilrdf_xml,u kanamuhan naku mukan ku nasu a lami'.,我最喜歡吃的菜是茄子。
nasulitan,,,★☆☆,corpus_highfreq,* nasulitan ni Lisin Kubung i 2018 kakuniza:demiad kakuniza:Yincumin,
nasulitay,,[例] 我的學校有很多的文獻。,★★★,ilrdf_xml,yadah nasulitay i picudadan nu maku.,我的學校有很多的文獻。
natala'an,,[例] 他的腳上有刀疤。,★★★,ilrdf_xml,sipidac tu natala'an ku kuku' niza.,他的腳上有刀疤。
natinengan,,[例] 因他的技能佳，所以能輕易完成製作傳統服。,★★★,ilrdf_xml,u natinengan niza kiyu malaheci masanga' tu palimayan.,因他的技能佳，所以能輕易完成製作傳統服。
national,,,★☆☆,corpus_highfreq,* [https://en.wikipedia.org/wiki/Lists_of_National_Basketball_Association_players Lists of National Basketball Association players],
nau,,,★☆☆,corpus_highfreq,"""Mian"" nau Burma a binacadan a tademaw i cudaday a nakamuan nipangiha', sikay nu Hulamay a pangiha' a mibelin sa idaw ku ""baat"" hananay a imin, ya ""tian"" hananay sa i kasumamadan sa nipatudu'an u i nakaay a kakitidaan sa, sisa u ""Burma"" a imin sa u ""sabaatay i nakaay sananay"". i Burma a kamu sa, ina Burma nipangangan sa ya ""Mian-ma"" han.",
naul,,[例] 看著孩子跳舞，我也感到愉悅。,★★★,ilrdf_xml,naul sa kaku makaazih tu nipalaw nu wawa.,看著孩子跳舞，我也感到愉悅。
naumahan,,[例] Putal 放棄的旱地由Kacaw 去耕作。,★★★,ilrdf_xml,kaluk han ni Kacaw ku naumahan ni Putal.,Putal 放棄的旱地由Kacaw 去耕作。
naup,,[例] 我們的家被淹沒了。,★★★,ilrdf_xml,manaup nu nanum ku niyazu' niyam.,我們的家被淹沒了。
nawnaw,,[例] 這個人煮的湯是清湯。,★★★,ilrdf_xml,nawnaw sa ku pisalami' nina tademaw.,這個人煮的湯是清湯。
nawnawen,,[例] 你的手很髒快去清洗！,★★★,ilrdf_xml,kacikiyan sa ku lima sa nawnawen ayza!,你的手很髒快去清洗！
nay,,[例] 我是達固湖灣的人。,★★★,ilrdf_xml,nay Takubuwanay kaku a tademaw.,我是達固湖灣的人。
nayaan,,[例] 你們什麼時候才到上班地點？,★★★,ilrdf_xml,nayaan kamu a katukuh i pisakakawawan?,你們什麼時候才到上班地點？
nayat,,[例] 白天時間拉長晚上時間縮短。,★★★,ilrdf_xml,nayat tu ku dimiad apuyu' tu ku labi.,白天時間拉長晚上時間縮短。
nayaten,,[例] 將你的演說時間拉長一些！,★★★,ilrdf_xml,nayaten henay ku kamu nu misu!,將你的演說時間拉長一些！
nayay,,[例] 我每天都不快樂。,★★★,ilrdf_xml,nayay ku limulak tu demidemiad nu maku.,我每天都不快樂。
nayi,,,★☆☆,corpus_highfreq,"1390 a mihcaan mukilu tu ci sen-zu-han a sunghu tiniay a kiwkay a patideng, huwasa mala macu-hu a kitidaan nu kakitaan. Nayi 1413 a mihcaan tatenga mala macuhu kitidaan nu kanatal a ngangan.i tawya huwasa makaalatu 4,500 ku tademaw itini amuenen, u nalimaan ku kawaw atu Paliwal malasapilacul nu tektek.",
nayi',,[例] 對那個人很沒信心。,★★★,ilrdf_xml,nayi' sa ku wantan tiya tademawan.,對那個人很沒信心。
nayi'ay,,[例] Bunuk沒頭腦（智慧）。,★★★,ilrdf_xml,nayi'ay ku punu' ni Bunuk.,Bunuk沒頭腦（智慧）。
nayi'kuwantan,,[例] 這個人看起來不對勁。,★★★,ilrdf_xml,nayi'kuwantan miazih tina tademaw.,這個人看起來不對勁。
naynayi',,[例] 因為什麼都不會，所以這樣。,★★★,ilrdf_xml,zayhan sa naynayi' ku nikatinengan kiyu mahini.,因為什麼都不會，所以這樣。
nayni,,[例] 靠過來一些以免摔落下去。,★★★,ilrdf_xml,nayni henay madebayaw.,靠過來一些以免摔落下去。
nayza,,[例] 挪過去一些些避免被車撞到。,★★★,ilrdf_xml,nayza henay maemekaw nu kazizeng.,挪過去一些些避免被車撞到。
nazikuz,,[例] 你退後些，他才會看到你。,★★★,ilrdf_xml,nazikuz henay tiya maazih niza kisu.,你退後些，他才會看到你。
nazikuzan,,[例] 經過這次事件之後，此後別忘了。,★★★,ilrdf_xml,nazikuzan niya kawaw sa amana ka pawani.,經過這次事件之後，此後別忘了。
nazikuzen,,[例] 請你往後坐一些。,★★★,ilrdf_xml,nazikuzen henay ku ni'neng nu misu.,請你往後坐一些。
nba,,,★☆☆,corpus_highfreq,"A. J. Bramlett nalecuhan i DeKalb, Illinois, nanu syubay kanas-mali miunduay nu Amilika NBA nisakaput, pahanhanan tu kawaw ayza.",
nebak,,[例] 做畦使作物生長的好。,★★★,ilrdf_xml,u nebak sa sakakapah nu langaw nu nipalumaan.,做畦使作物生長的好。
necnec,,[例] 那個小孩一直哭著揉眼睛。,★★★,ilrdf_xml,necnec sa kiya wawa tu mata muwangic.,那個小孩一直哭著揉眼睛。
necnecen,,[例] 別再揉眼睛以免得到砂眼。,★★★,ilrdf_xml,amana tu necnecen ku mata matulahuma.,別再揉眼睛以免得到砂眼。
nekneken,,[例] 先把泥沙沉澱下來才舀水。,★★★,ilrdf_xml,nekneken henay kuya bunak ta midadum.,先把泥沙沉澱下來才舀水。
nemnem,,[例] 泉水很好喝。,★★★,ilrdf_xml,asu' nanumen ku nu nemnem.,泉水很好喝。
nen,,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
nengil,,[例] 我醒來已經天亮了。,★★★,ilrdf_xml,nengil sa kaku takelal tu.,我醒來已經天亮了。
new,,,★☆☆,corpus_highfreq,"/* For the new main page design */
#mp-2012-banner",
ney,,,★☆☆,corpus_highfreq,"""mukilimay tu liyung a padungiay ci Laya"" ya Hwa-te Ti-se-ni pakacuduay ku nipisangaan atu ya Ti-se-niay a patinakay ku patahkalay, iti 2021 a mihcaan 3 a bulad 5 a demiadan, iti Amilika a kanatal mapulung nu paigaay sikalcad nu tatukian a pamelaw, kutusi sa sacumuden i satebul nu Disney+.",
ng,,,★☆☆,corpus_highfreq,"Ma-ni-la (Hue-li-pin a kamu：Maynilà, ngalngal：[majˈnilaʔ]；kamu nu Amilika：Manila), u Men-li-la, Ma-ni-la “kamu nu layak: Bîn-lí-la tatengaay a ngangan u Ma-ni-la-se “Lungsod ng Maynila” u Hue-li-pin a suotu, itida i Hue-li-pin u satabakiay Li-sun-taw Ma-ni-la-wan a timulan nu dadipasan, picidekan Pa-se-sa’wac makayda i tukay nu teban nu niyadu’an, malatusa kina tukay timul amis a kitidaan. mala kanatal nu tapang a sakaudip, lalangawan, cyw-yi, kakulian, cen-ce atu ginginkuan. katukuh tu tuseptus",
ngaayen,,[例] 把病治好才能回家。,★★★,ilrdf_xml,ngaayen ku imelang tawya kapah taluma'.,把病治好才能回家。
ngabul,,,★☆☆,corpus_highfreq,"""i sulesuledaan kalalikeluhan"" (nu Yin-ku a kamu: Frozen) sakay nu 2013 a mihcaan masa nu igagay i tinnaway pisanga a datuk, musiluyay u 3D hananay a kacudu, na u Ti-se-niay nu manggaay nipasanga palekal tuynian atu pakacuduay a kusi nipasiwbayan, saka nu ngatu saka 53 kayadah nu Ti-se-niay pidepitanay i balucu’ a masatanayuay mangga, sipasumad tunuya mulaay a kungku ni Antesen hananay ya ""sulesuledaan a tapang nu tatayna"". ina kacudu sa u pacuyakuay tu nu matalulay a kungcu, iti nipacabayan nu ",
ngadis,,[例] 他們的午餐不夠。,★★★,ilrdf_xml,ngadis sa ku sakalahuk nu heni.,他們的午餐不夠。
ngalah,,[例] 鈴鐺是女孩子跳舞時用的工具。,★★★,ilrdf_xml,ngalah han ku sakapalaw nu tatayna.,鈴鐺是女孩子跳舞時用的工具。
ngalahngahay,,[例] 鈴鐺的聲音真好聽。,★★★,ilrdf_xml,kapah tengilen ku suni nu ngalahngahay.,鈴鐺的聲音真好聽。
ngalay,,[例] 把你的口水擦掉。,★★★,ilrdf_xml,sipuen ku ngalay nu misu?,把你的口水擦掉。
ngaleb,,[例] 他的病就這麼惡化了。,★★★,ilrdf_xml,ngaleb sa ku imelang niza.,他的病就這麼惡化了。
ngaleben,,[例] 讓他的病情加重！,★★★,ilrdf_xml,ngaleben ku imelang niza!,讓他的病情加重！
ngalih,,[例] Bunuk沒有意願回家。,★★★,ilrdf_xml,nayay ku ngalih ni Bunuk a taluma'.,Bunuk沒有意願回家。
ngaliwngiw,,[例] 做事時，常抱怨。,★★★,ilrdf_xml,misakawaw sa ngaliwngiw.,做事時，常抱怨。
ngaluh,,[例] 我午飯後感到口渴。,★★★,ilrdf_xml,ngaluh sa kaku mamin malahuk.,我午飯後感到口渴。
ngangan,,[例] 請問你的名字？,★★★,ilrdf_xml,cima ku ngangan nu misu?,請問你的名字？
nganganan,,,★☆☆,corpus_highfreq,"Ca-se-ten-ni nganganan nida ci Fuo-la-wi-yu-se.Pi-de.Sa-pa-ti-yu-se, alen nu sinawama ci Ca-se-tin yise malapadek sa sumad hank u nganganan ci Ca-se-tin-ni. pilecuhan hakiya i sepat a lasubu walu a bataan idaw ku tusa mihcaan itida i Se-lea-se-sin-sen-se-kaw-pi-ye nu malaukay a niyadu’an, malukay ku luma’. ci nida u Se-lea-se tademaw “ caay kaw Se-la-hu tademaw, dayhan Sa-pa-ti-yu-se u Se-lea-se a nganganan”. tada kamu nida u La-tin-yi, hakiya uyni ku sakanamuhan nida a Ti-kuo nutipanay a kawaw.",
ngangay,,[例] 把你的口水擦掉。,★★★,ilrdf_xml,sipuen ku ngangay nu misu?,把你的口水擦掉。
ngangayaw,,[例] 以前滿清人和撒奇萊雅人戰爭。,★★★,ilrdf_xml,ma ngangayaw ku Hulam atu Sakizaya i sumamad.,以前滿清人和撒奇萊雅人戰爭。
ngangayawan,,[例] 達固湖灣部落以前是古戰場。,★★★,ilrdf_xml,ngangayawan ku Takubuwan a niyazu' i sumamad.,達固湖灣部落以前是古戰場。
ngasa',,[例] 我們不吃魚鰓。,★★★,ilrdf_xml,caay pukan tu ngasa' nu buting kita.,我們不吃魚鰓。
ngasaw,,[例] 他的親族很多。,★★★,ilrdf_xml,katuud ku ngasaw niza.,他的親族很多。
ngasib,,[例] 把水煮開。,★★★,ilrdf_xml,ngasib han ku nanum.,把水煮開。
ngasiw,,[例] 故意逾期。,★★★,ilrdf_xml,ngasiw han ku demiad.,故意逾期。
ngasiwen,,[例] 不要超過繳費的日期。,★★★,ilrdf_xml,amana ngasiwen ku demiad pasata.,不要超過繳費的日期。
ngatu,,[例] 當您的工作告一個段落後，就可以休息了。,★★★,ilrdf_xml,anu maming tu ku ngatu nu misu sa kapihibang tu?,當您的工作告一個段落後，就可以休息了。
ngawa,,[例] 那隻牛的角長得很好看。,★★★,ilrdf_xml,kapah azihen kiya ngawa' nu katalalan.,那隻牛的角長得很好看。
ngay,,,★☆☆,corpus_highfreq,"1757 a mihcaan. Kelaseke a tabakiyay a cacudadan pain ci Watean a patelak, ngay i tabakiay acacudadan patideng misiwbay tu mahiniay misiwliay, kya maedap ci wate cay tu kapakuyuc.",
ngayngay,,,★☆☆,corpus_highfreq,"( u misulitay tu sasulitan u pusung se; nu pancah; pusung; nu piwma;pusung; nu punung;pusung; nu layak a kamu;Tai-tang-chhi; nu Taywan a ngayngay sepad ku ngihah; toi dung’ sii ), u nu pusung a kenis u satabakiay a mikuwanay nu tu-se, kitidaan i pusungan a kenis nu sawalian miduduc tu bayu i payteban, i sawalian u taypinyang, satimulan micapi tu tay-ma-li kenis, nu satipan atu saamisan micapi tu piwma a kenis.",
ngazuy,,[例] 我的下巴很痛。,★★★,ilrdf_xml,adada ku ngazuy nu maku.,我的下巴很痛。
ngedet,,[例] 你的衣服有污垢。,★★★,ilrdf_xml,izau ku ngedet nu zikuc isu.,你的衣服有污垢。
ngelab,,[例] 用湯匙喝湯。,★★★,ilrdf_xml,u ngelab ku sapikabi.,用湯匙喝湯。
ngelic,,[例] 那隻狗咬牙切齒的看著我，令人很害怕。,★★★,ilrdf_xml,ngelic sa miazih kiya wacu i takuwan? katalawan sa.,那隻狗咬牙切齒的看著我，令人很害怕。
ngelingeliw,,[例] 青苧麻籤維短且易斷故不拿來編織。,★★★,ilrdf_xml,kalaketun ku keliw nu ngelingeliw sisa caay sapitenunen.,青苧麻籤維短且易斷故不拿來編織。
ngelu',,[例] 想到我的病就很辛苦。,★★★,ilrdf_xml,ngelu' sa mizateng tina imelang nu maku.,想到我的病就很辛苦。
ngicngicen,,[例] 那隻狗正啃食骨頭。,★★★,ilrdf_xml,ngicngicen niya wacu ku ukak.,那隻狗正啃食骨頭。
ngidngid,,[例] Lekal的嘴角發炎。,★★★,ilrdf_xml,ngidngid sa tu ku laway ni Lekal.,Lekal的嘴角發炎。
ngiha,,,★☆☆,corpus_highfreq,".kuyu, uzip nu micucu'ay, mukanay tu titi aadupan. mahiniay u kamu tu kuyu hananay, u zuma singanga aca tu sumanahay kuyu, kalumeni'ad ku kasumanah kuyu atu lutuk kuyu. dadawa ku tangila nu heni matineng a icuwa ku ngiha asaan, dadaw a pakasanek, tanayu' ku padahaw siduba', kadadawa ku nikaduba' katukuh 50 a bataan km/h, sisa angangan u buting, piya', kabus, kalang, edu, ayam, u cilekay adidi'ay aadupan ku nikanan, uzuma miala aca tu zumaay mulangaway a kakanan.",
ngiha',,[例] 那是誰的聲音？,★★★,ilrdf_xml,nima kiya ngiha' hakiya?,那是誰的聲音？
ngipen,,[例] 你的牙齒潔白。,★★★,ilrdf_xml,sanglac ku ngipen nu misu.,你的牙齒潔白。
ngisngis,,[例] 我的孩子看到鬍鬚覺得很噁心。,★★★,ilrdf_xml,macikien ku wawa nu maku makaazih tu ngisngis.,我的孩子看到鬍鬚覺得很噁心。
ngitu',,[例] Imi的缺牙很明顯。,★★★,ilrdf_xml,mazimazih ku ngitu' ni Imi.,Imi的缺牙很明顯。
ngiwangiw,,[例] 把你的屁股搖一搖。,★★★,ilrdf_xml,ngiwangiw ku udu isu.,把你的屁股搖一搖。
ngiwangiwen,,[例] 把你的屁股搖一搖！,★★★,ilrdf_xml,ngiwangiwen niza ku udu!,把你的屁股搖一搖！
ngiwit,,[例] 形容人中風時歪嘴的狀態。,★★★,ilrdf_xml,ngiwit sa ku malebutay ku ulat nu tangah.,形容人中風時歪嘴的狀態。
ngiwngiw,,[例] 理髮師挖我的耳朵。,★★★,ilrdf_xml,ngiwngiw han nu mipuyuhay ku tangila nu maku.,理髮師挖我的耳朵。
ngiyangi',,[例] 我睡覺的時候Panay一直搖我。,★★★,ilrdf_xml,ngiyangi' sa ci Panay i ni kabi' nu maku.,我睡覺的時候Panay一直搖我。
ngiyangi'en,,[例] 搖動一下嬰兒搖籃。,★★★,ilrdf_xml,ngiyangi'en kiya wawa i nanuy.,搖動一下嬰兒搖籃。
ngizu,,[例] 如果感覺冷就去烤火。,★★★,ilrdf_xml,ngizu han i lamal anu sienaw.,如果感覺冷就去烤火。
ngucedis,,[例] 看起來面目凶惡。,★★★,ilrdf_xml,ngucedis sa kiya bihid azihen.,看起來面目凶惡。
nguhanguh,,[例] Kacaw去把家裡的柱子搖鬆。,★★★,ilrdf_xml,nguhanguh han ni Kacaw ku hecek nu luma'.,Kacaw去把家裡的柱子搖鬆。
nguhed,,[例] 老人家的牙齒自然就蛀掉了。,★★★,ilrdf_xml,nguhed sa ku ngipen nu babalaki.,老人家的牙齒自然就蛀掉了。
nguhit,,[例] Panay向我微笑。,★★★,ilrdf_xml,nguhit sa ci Panay i takuwanan.,Panay向我微笑。
ngutebul,,[例] 對人不要擺臭臉。,★★★,ilrdf_xml,amana ka ngutebul tu demidemiad.,對人不要擺臭臉。
ni,,[例] 這是Batu的園地。,★★★,ilrdf_xml,ni Batuay a umah kuyni.,這是Batu的園地。
