word,pos,confidence,source,example_szy,example_zh
mihcan,,★☆☆,corpus_highfreq,"(kuwan-lan a masakapahay) nu ni Pa-sen-haw-su nu lanciyuway a mangga nu Dipin. sa nasimaden mala nu tilibi a mangga, sasalamaen atu utayci. pasu i 2007 mihcan saka 31 ciye a ciyang-tan-se man-huwa-sang masakapahay a tungus a makaalaay tu kawlah a nipisanga'.",
mihmihcaan,,★☆☆,corpus_highfreq,"&quot;kapatayan nu dihep (Dead Vlei 死亡谷&quot; u Suse-seli a likenlikenan (蘇絲斯黎沙漠) nu i sasaay a cikacikahan, tataydaan miadih tu katahekalan nu cidal, tahceleman nu cilal atu malebutay nu kilang a ba’tuay nu tataydaan midang, tu mihmihcaan kutuud ku namakaydaay i O-mia (歐美) miliwkuay atu manamuhay amisasingay nu tayda tayni itini midang.",
mikawaw,,★☆☆,corpus_highfreq,"1494 a mihcaan Ke-lu-pu taynitu itini, 1509 a mihcaan Spa-ya sipangangan tu Jamaica u nu zumay a midebungay, pasumad tu ngangan Sen-ti-ya-ke (Santiago).Si-pan-ya tuynian itiniay muenengy a binacadan mikawaw tu sapikawaw tu kuli. cayay tu katenes hawsa, subalay a A-la-wa-ke a tademaw zayhan namangangayaw, u libung a imelang atu masawcuay a kuli mahamintu mapatay. a micunus tu mangelu’ay a sakakawawan Si-pan-ya makay 1517 a mihcaan malingatu namakay Bei-cou pasayza i Jamaica pacakay tu kuli, u lum",
mikawaway,,★☆☆,corpus_highfreq,"(namalikeluh ni Ay-li-al ci Ya-li-ke Wang-ce hawsa hiza satu maemic cinizaan, mahinisa ci Say-pa-s-tin pasakamu ci Ya-li-alan i sasaay a nikauzip pikikapahan tu nu tademawan a nikauzip, nika ci Hay-ma mikawaway ci Ha-lo-te pakatukuh ci Cwan-tun a kow-wangan maydih tu sapakatineng nisakamuan niza, ci Cwan-tun kow-wang matapal ku kasazumu nu wayway ni Ay-li-al palita satu ci Say-pa-s-tinan.)",
mikeliday,,★☆☆,corpus_highfreq,"10042 a lecuh i Ba-kow nu Ma-en tukus a sa’wac Ti-yung, nu tizaay Ma-en tukus a sa’wac nu Ti-yung u ilic nu kakitaan a luma’. saayaw i1050 a mihcaan i La-s cu-cyaway nu tabakiay a kiwkay nu cadudadan minanam, zikuz tayza I Su-wa-sung micudad, i 1055-1067 a mihcaan mala nu La-s nu pasubana’ay nu miedapay tu mikeliday nu patududay.",
mikilulay,,★☆☆,corpus_highfreq,"""adidi’ay mubahelay a tademaw ci Pi-te Pan"" (A-me-li-ka: Peter pan) u cacay a igaan tu 2003 a mihcaan nu Haw-lay-u u micidekay katalawan a kawaw a iga, ci P. J. How-ken ku pasubana’ay. miigiay a tademaw pasu ci Cye-luy san-te, Cye-sen-ay-say-ke, Loy-ciw Ha-u-te, atu ci Lu-te-wen Say-ni-ye a tademawan. uyni a iga u mikilulay tu J. M. Pa-li a kungkuan “Pi-te Pan” nisumadan misang, musakamuay cayay ka balakiay adii’ay mubahelal Pi-te Pan, atu adidi’ay Syen-ce Tin-tang matenes i nu sinpiay a subalan",
mikingkiw,,★☆☆,corpus_highfreq,"1506 amihcaan kepayni tayda i pulan, malasinawama nida a ising atu banti. 1512 a mihcaan mapatay ku sinawam nida, pulung han tu nida ku icelang pakayni I midindu a sikining atu mikingkiw tu nu ising, imahini anu silawad mikinhkiw cinida tu nudemiad anananaman.",
mikingkiway,,★☆☆,corpus_highfreq,"1661a mihcaan 6 a bulad, micumud ci nida i cin-ciyaw dayga micudad tut ulu cacay a picudadan. Imahida, nipasunana nu cacudadan ci ya-li-se-tu-te sakamusa, nika ci Niwtunmanamuh miasip tu aasipan u lenay.tikal a nuaydaay a mikingkiway atu ciyalilu.ciya-lilay, nikula.kepayni atu yihannise.kepule sa nu cay kawnutademaw an a ku nanaman nida tadamaluayaw ku pidateng nida.",
mikinsa,,★☆☆,corpus_highfreq,"1622 a mihcaan He-lan tung-in a kusi paculcul ci Lye-al-sen as-lin tayza midebung tu Pung-hu, 7 a bulad sakaku sa tayza miazih mikinsa tu Taywan. 7 a bulad 28 a demiad, ci Lye-al-sen makay bayu pahaazih tu La-mey subal, mahiza u sidamekay a lala’, hatu nu sayasa ku mulangaway. ci Lye-al-sen miculcul tu tademaw tatukus miala tu nanum, nika u pabelinay tu kamu a Layak makai tayza. u kamu “subalay a tademaw pakala tu 400 ku tademaw nu makatalay mukanay tu tademaw a binacadan, pakala tu ayaw nu tulu",
mikitinay,,★☆☆,corpus_highfreq,kamu nu Macitun mikitinay tu nu kamu nu Selafu,
mikuli,,★☆☆,corpus_highfreq,"1843 a mihcaan ci ma-ke-se mikikung malimad i pa-li, mududuc i pasinbungay mikuli tu misulit tu niecawan ;1844 a mihcaan, ci ma-ke-se-idaw kusulit “1844 amihcaan sapilacul atusitangahay a nalimaan misulit” masasutineng tu cabay ci hu-zuy-te-li-si. En-ke-se, ne-ke-se- maladikudan nida acabay usabaeketay a makakadum a cabay.",
mikuliay,,★☆☆,corpus_highfreq,"""hang, hina palita kaku tu pasapaiyuay ahican mukan ku sapaiyu, wida sa u mikuliay tu pasapaiyuay mikuliay kuheni ahican caypikuli mietan sakaudip.",
mikulit,,★☆☆,corpus_highfreq,"1776 amihca katukuh 1783 amihca mala nulalaay ci kayta u mamiedap nida, mikilim tu nananaman tu baetu, mikulit tu sayaway a zumin nu kakuluan. yu milidu tu babatuwan sa, mikingkiw cunida tu mantaay abaetu atu nipaakutian abaetu nu teban anikasumad, tawya amihcaan milabu cinida tu huwaku mikingkiway tu sapalikat tu sayku a sasulitan maala nida ku kawlah.",
mikulitay,,★☆☆,corpus_highfreq,"1993 a mihcaan An-ke-la-mu kanatal mangga a kalimulakan “Angoulême International Comics Festival” saayaway, “malemeday ci Lu-ke” mahiniay a mangga mala u kazenengay a nipatahkalan tu nisulitan. 2001 a mihcaan, mapatay ci Mu-li-s. mikulitay nu Ba-kow ci Achdé atu misulitay aci Laurent Gerra a makakadum, tuloin sa misabaluhay misanga’ tu “malemeday ci Lu-ke” a man gga.",
milabu,,★☆☆,corpus_highfreq,"1776 amihca katukuh 1783 amihca mala nulalaay ci kayta u mamiedap nida, mikilim tu nananaman tu baetu, mikulit tu sayaway a zumin nu kakuluan. yu milidu tu babatuwan sa, mikingkiw cunida tu mantaay abaetu atu nipaakutian abaetu nu teban anikasumad, tawya amihcaan milabu cinida tu huwaku mikingkiway tu sapalikat tu sayku a sasulitan maala nida ku kawlah.",
milihida,,★☆☆,corpus_highfreq,"1483 a mihcaan sa, ya ci Diogo (迪奧戈) sikataluma’ tu i Angola (安哥拉), niladayan nida patayda i Portugal (葡萄牙) amin ya tubanag a min, malaladay tu katukuh tu i Angola (安哥拉). i mahida sa ci Tiauke namalalacal tu ya hungty nu Congo (剛果), sikayda satu kinaulan ku masatademaw sisa malacabay satu, kyu ya hungty nu ya Congo (剛果) miucul tu caculculan nu kanatalay, sikatenes a mueneng i Portugal (葡萄牙) ya Lisbon (里斯本) hananay a tuse. 1491 a mihcaan, udumaay a masakaputay pabalungaay sa sikalecad tu micumud ",
mililid,,★☆☆,corpus_highfreq,"Aw-cow mililid nu zumaay a hekal, hina amadayum mapatelac mala likelikenan a lalangawan, saca u Aw-cow haymaw sa tu itizaay a kanatal u piliyas nu Ing-kow, imahini u Aw-cow micukelay tu lalangawan maka 1960 a mihcaan nu tahekal, mahicahicaay analimaan, nisultan dadiw atu kacudu lalangawan atu micukel tu lalangawan mitules tu kitakit, Aw-cow a lalangawan nu Yencumin atu micukelay nu Ow-cow a iluc nu salengacay a tademaw malecad tu ku lalangawan, i zuma a kitizaan masa “lalangawan nu Aw-cow”.",
mililiday,,★☆☆,corpus_highfreq,"Aynu a tademaw itini i likisaay a misulitay, micu misulitay atu mililiday misulitay kacinglawan nuheni. ayda hantu, mikinkiway a tademaw tulu ku sapatahekal tu Aynu nu tu lingatu a sasasuwalan.",
mililis,,★☆☆,corpus_highfreq,"# satipan u diheb laed nu tusaay a buyu', pasu 2841 m u satalakaway a buyu' nu binacadan i tebal nu satip atu timul siye-he-san (謝赫山) # teban nu satip atu amis mililis tu ti-cung-hay (地中海) a enal 1831 km ku lalaya nu dadipasan u cayay ka adihay nu silutukay a sela. # sawalian u makalalumaay talakaway a lala'. # teban nu wali atu timu u bunabunakan nu si-li-ya (敘利亞)",
milimek,,★☆☆,corpus_highfreq,"1946 a mihcaan midebung aca ku France (法國) i Hanoi (河內), miliyas ku Ye-Mung (越盟) tayza milimek i buyubuyuan mala yu-ci-tuey (游擊隊) maka siwa a mihcaan, i 1945 a mihca, maalaw aca nu Pey-Ye (北越) ku Hanoi (河內).",
min,,★☆☆,corpus_highfreq,"1985mihcan 5 bulad 12 demiad lecuhan, cinniyucuo, idang Asin, utamdaw nuna kungku, idaw ku adingu Ci amitowan, manamuh mukan tu kali atu ulongmiyn, kanamuhan u mitengil tu dadiw, sasakitangil tuway, kanamuhan a tamdaw sa Ci papu.tilun. kalingatuwan nu kungku nu kasuy a takini ku salkapacaw, dikuda sa ukapahay a takini「cun i」ku calisan misa cawlinti. wawa henay sa pangangn nutaw tu nuwaway a dietu（uimisa wawa nu dietu）。amaydih mitengil tu dadiw madih misauyauya maudip, sisa uyda 「tonglin wang」ku ",
ming,,★☆☆,corpus_highfreq,"Taywan, tina ngangan namakay satimulan a binacadan u Silaya binacadan Taivoan niyazu' a ngangan. tina niyazu' itiza i Taynanse Anpin chu. natayni ku Helan (荷蘭) tademaw, panganganen tu Taywan. sisa, sulitan ku Hulam. i Chin koku, sulitan (臺灣), katukuh ayza. i Helan a demiad, Taywan a ngangan u &quot;Taivoan&quot;. katukuh Ming koku satu, pangangaen tu &quot;Tayuan&quot;, katukuh Chin koku, sumaden &quot;Taywan&quot;, patizeng ku Taywan fu, sisa, u Taywan tu ku ayzaay a ngangan. nacilacila, napang",
mingaay,,★☆☆,corpus_highfreq,"adidi’ waneng a izang “kamu nu Ing, Hypoglycemia, low blood sugar” u izangay-micidek u izangay a badisusu’ kibetul ku “waneng” kaisasaan tu tatungusa, mingaay tusiwanengay ku isi’ hawsa iza ku zumaay a imelangnn hakay yadah ku mahicahicaay kiyu amahini, papulung tu mahiniay a imelang, uyza uu adidi’ay waneng a izang “kamu nu Ing, “Hypoglycemia”. adidi’ay waneng a izang hakay mabelilih, manngelu’ musakamu, malawlaw, kalaapaapaantu,mabuliak anucaay mapatuy, hakay hinangalayngalay, sitanang, mamilm",
mingayaw,,★☆☆,corpus_highfreq,"1240年12月的拔都入侵徹底摧毀了這座城市，使基輔失去過去數個世紀所獲得的政治影響力，沙皇地位後來也由移居到莫斯科的羅斯人取代。加上後來強盛鄰國的興起，一度使得這裡成為這些大國的邊境重鎮（立陶宛大公國、波蘭立陶宛聯盟、俄羅斯帝國）。 縮圖|hamin hekal nu Pow-ti-al, teban a kitizaan nu Ci-pu. 波迪爾區全景，基輔的中心區之一 19 se-ci tu zikuz, Ci-pu zayhan E-low-s hungti a kanatal a kusi mingayaw muliyaw mulekal. Ci-pu namitaneng i 1917 a mihcaan E-kow mingayaw kahuyahuyan a zidayy zikuz, makay 1921 a mihcaan malingatu mala nu U-ke-lan su-wi-ay a syakay cu-i-kung-he-kow kahenulan a tukay,1934 a mihcaan zikuz mikutay tu Ha-al-ke-b",
mipalaw,,★☆☆,corpus_highfreq,"Cinkawyin, upalaway nu Korea kanatal. namueneng i China katukuh cacay a bataan a mihca. sisa matineng musakamu nu China a kamu. 2012 mihca tahkal ciniza mipalaw ku ""Lolita-idang"" a iga. maala tu tabakiay a kawlah. 2016 a mihca, mipalaw aca tu""sinaadaay a Dietu"", manamuh ku taw tu cinizaan.",
misaicelang,,★☆☆,corpus_highfreq,"1998 a mihcaan , ti-cin-cu a tademaw u siy-hu pahusu laecus tu miletek tu celak sananay a kilang , misaicelang a musikul tuyniaiay a sasikulan .",
misakakawaw,,★☆☆,corpus_highfreq,"250px|thumb|凱薩琳·強森 itiza ci Katherine Johnson(凱薩琳·強森) aci ama niza mueneng i micapiay tu kikilangan a adidiay a niyazu’, pihibangan tu, mikilul tu ciniza ci amaan niza ta i kikilangan misakakawaw. sitangah ci Katherine, matineng ciniza misausi cacay a kilang a hacica ku zayliw, hacica ku kalamkam nu buting midanguy, hacica ka talakaw nu pitakud nu pawalil. u satinengay ciniza i cacudadan a micudaday. matineng ciniza misausi macaliway tu ku mihcaan niza ku tineng, u caay kadayum a su-sey munday m",
misakaku,,★☆☆,corpus_highfreq,"12 a bulad 11 a demiad, pahanhan kangn-Ing sakakaay a hitay ci Mu-te-pi saw-cyang mitulun alesen misebeng ku Ciw-lung, panukas kan g-taw a midiput. 12 a bulad 25 a demian sabaw siwa a tatukian, Syang-kang cung-tu ci Yang-mci atu mu-te-pi saw-cyang i pan-taw ciw-tyen pasayza Zipu a hitay mituw-syang,21 saculil 45 beti’ tukiw pasakamu hitay nu Zi-pun midemung tu Syang-kang, pidemungan nu Zipun tu Syang-kang malingatu, 942 a mihcaan 1 a bulad, patizeng misakaku sakaput ku Syang-kang.",
misakapah,,★☆☆,corpus_highfreq,"1746 a mihcaan, li-ma kinacacay aca makalikeluh tu tabakiay a ninel, mamin maluyuh ku cuwacuwaay a nisangaan tu luma’mahida nibatungan tu lacu kapusiy, pasminatu ka-ya-e hananay a minatu, pacici han t uku sakakaay cu he-si.an-tung-niaw.mansu.te.wiy-la-se “ kamunu sipanya; José Antonio Manso de Velasco”sakabilil han patideng tu nikaluyuhan nu ninel a misakapah tu kawaw sa.",
misanga,,★☆☆,corpus_highfreq,"(四)cibayi matingn pakucukucu misanga tu sasangan cangcang a sasalamaan ,i na 「palu’」a sasangaan ku sasangaan",
misanga'ay,,★☆☆,corpus_highfreq,"* sakacacay a dadiw-balud, maala ku Taywan Cinciu kawlah sakapahay a dadiw-balud. zumasatu maala Taywan kya mihcan sakapahay kalulikitan dadiw mudadiw a balud, sakapahay misanga'ay atu sakapahay a sadadiw. maala aca ku Sinkapol Cinciu kawlah sakapahay baluhayay a mudadiway. * sakatusa a dadiw-balud &quot;Fantesi&quot;, maala sakapahay a dadiw-balud, sakapahay mitulik-dadiw, atu lima a kawlah nu Cinciu kawlah. * nazikuzay tulu a mihcan sa, palamadac ciniza. uyzasa saka &quot;semilaway balu a ceci",
misangaay,,★☆☆,corpus_highfreq,"&quot;nu tuse nu aadupan&quot; (Inggu a kamu: Zootopia, pibelih nu Singkaplu 《動物城市》, nu Hulan a pibelih sa u 《瘋狂動物城》, nu Siyan-kang pubelih sa u 《優獸大都會》 sa, u masanu Amilikaay ya Huwate- tiseni nu manggaay a pisakawawanay a kakitidaan, satu ya u Hwa-te a Ti-se-ni pakacuduay ku misangaay tu sapaciwmung masa nu 3Day, sinilamulan tu nu musiluyay patalaway musaungayay a kacudu’, masa nu Ti-se-niay sakay 55 kayadah nu sikacaay kapawan ku nikatanayaan a mangga pituk.",
misangan,,★☆☆,corpus_highfreq,"1949 amihcaan , u lanu’ nu si-hy mapuut , u nabaw nu nanum 0.55 adepah , usasanu namun tanu lutuk sa , u tabakiay a balunga u tiih muculil , 1951 amihcaan , u hang-ci palekal misaungay malingatu misangan tu sapalaliw tu nanum akawaw , misakapah naming tu sasalaliwan nu nanum , katukuh 1954 a mihcaan , kya mamin masanga kina kawaw nu kikay nunamin kusapisaungay .",
misapayu',,★☆☆,corpus_highfreq,"mauzip mabulak i 500-1200m a buyu , uyaan a kilankilangan. i dihep i lunabay, hali malalemeday lutulutukan a lala'. akenek ku sanek, siledek. kapah tu misapayu' tu makalat tu bau atu cilekay.",
misaydan,,★☆☆,corpus_highfreq,"(duma a ngangan mmHg), anu kabuhatan nicuduh sa i 60-80 毫米汞柱. anu cudu nu idang matulin mulawit tu130/ 80 atu 140/90 毫米汞柱(收縮壓/舒張壓）a kaysi talakaway nu cudu nu idang nu wawa han tu aadihan caay kalecad tu babalaki, anu muditek tu cudu nu idang sa, aw 24 tatukiyan ku laeday a muculilay a sapiditek tu cudu nu idang (duma ngngan ABPM) kina mahiniya a mayda nu aadihan tu misaydan muditak tu cudu nu idang(簡稱OBPM) a kiyadahan ku mieciyuw.",
misingkiw,,★☆☆,corpus_highfreq,"1927 a mihcaan, “Taywan demidemiad a sinbu” mikawaw misingkiw ku binawlan, mipili’ tu “Taywan walu aazihan sabaw tusa makazebec” mapili’ ku Caw-san mala nu Taywan nu sabaw tusa makazemedce. pangangan han nu Lipun tu Caw-san nu “Taywanay lamit haku” han.",
misingkiway,,★☆☆,corpus_highfreq,"1958 a mihcaan Jamaica mikaput tu satipay a Ing-tu a kanisakaput a kanatal, nika i 1961 a mihcaan misingkiway a tademaw caay patatenga tu salakapu tu sakalaletek, mahini miliyas tu ku Jamaica. 1962 a mihcaan walu a bulad enem a demiad Jamaica sakamusatu a misateked, namisateked hawsa kakelul satu musakamu amikaput tu tabakiay a Ing-kou a syebuy. 2006 a mihcaan tulu a bulad tulu a bataan a demiad Jamaica i laylayan u saayaway a tatayna a Cun-li tapanng ci Po-si-ya-mi-le i kahenulan a tuse Tung-ci",
misiteked,,★☆☆,corpus_highfreq,"1785 a mihcaan, kelayyawiyke tatengaay mala paliwalay tu a tukay tini patideng, i nuwiy atu tanmay mananuayaw tu dikudaan pikuwanan mapatektek ku nikacaat, malapitaw nu mipaliwalay a kitidaan, mukuwanay a kawaw a tu tiniay ayademaw nu kitidaan, kyu pintaw misiteked nu nadikudan sa malakitidaan nu kanatal.",
misiwbay,,★☆☆,corpus_highfreq,"14 se-ci tu zikuz katukuh 15 se-ci tu saayaway, U-ke haymaw satu malawpes ku aenengana a lala’ atu pikawawan nu cen-bu nu Cyan-pu-say, pikuwanan pasatimul malimad. zuma migingkiwan hinisa malenek tu ku U-ke zayhan malabedes nu nikatuduh, uyza hini sa ku migingkiway ci May-ke.Wi-ke-li, Aw-li-bow.wi-lyen.-ow-al-tes, Ta-wi.cyen-te-le, uyni hakay u Cong-kow malecad tu tung-nan-ya a kanatal sakaytini bayuay misiwbay kalamkam sa malahad.",
misiwbayay,,★☆☆,corpus_highfreq,", u matatudungay a tademaw a misiwbayay atu mala giing, u kitidaan se-ni-te-huyl-te, wina sa mali.aten u wawa nu kakitaan.",
misulitay,,★☆☆,corpus_highfreq,"""ci An-na Ka-liey-ni-na"" (kamu nu E-lo-se: Анна Каренина，nu Lo-ma kasadit: An-na Karenina), u nu E-lo-seay misulitay tukungku a tademaw ci Lye-hu To-el-se-tay naiti 1874 a mihcaan sikatukuh i 1877 a mihcaan nipabaluhayan pisulit a kungku, sipadayda i cuwacuwa tu a palatlatan nu mimelaway, sinitapalan tu nu katuuday masaheciay nu mitesakay nu patademaway a nisulitan sa.",
misulul,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
misumad,,★☆☆,corpus_highfreq,"1282 a mihcaan katukuh tu i satesna’ tub ayu, Pey-hay atu bu-lye banaw malalutin, mala tu Si-te bayu. u nipulung a niasipan, makay 13 se-ci katukuh ayza, He-lan alala’ nu kanatal maenuc nu Pey-hay ku 56 emang kung-cin a kayada. He-lan macapi tu sepat tu cacay a lala’ nu kanatal i sasa nu bayu. kilul tu lala’ malingatu haymaw satu mucelem atu haymaw a macakat, He-lan a tademaw malabas tu ku pisuaway tu kawaw misumad patizeng tu tabakiay sapipuet, mitena’ tub ayu.",
mitahaway,,★☆☆,corpus_highfreq,"1462 a mihcaan Portugal (葡萄牙) mitahaway a tademaw sayaway makatukuh tina niyaduan, pangangan han nuheni tu sakalihaday a cinse u liklik nu minatu a buyu' pangangahan tu &quot;Serra de Leôa&quot;. uiminida sa &quot;Serra de Leôa&quot; (母獅的山). katukuh ayda, idaw henay ku panganganay tina kanatalan tu Sierra Leone kapulungan a kanatal (獅子山共和國), nasulitan ku Italy (義大利) nikilukan sa &quot;Sierra Leone&quot;, inikudan satu kuni pangangan tu kanatal a ngangan.",
mitanam,,★☆☆,corpus_highfreq,"""caay pinuneng mitanam tu sikatalawan a wawa"" (nu inggu a kamu: Adventures of Huckleberry Finn）idaw aca ku nipabelihan tuya ""Ha-ke a sikatalawan"" atu ""caypinuneng pininangan"",  nu Amilikaay kasinganganan mamusulitay tu kungku a tademaw ci Ma-ke Tu-un sakay nu mulaay a nisulitan, iti Amilika sa u sakahenulan a hulicay i likisiay a masalamitan a cudad.",
miunduay,,★☆☆,corpus_highfreq,"1781 a mihcaan 11 amihca caay picudad ci Pey-tow-ben micumud i Pow-ena piigian a ye-tuy mala saydan nu adidi’ay a ye-s, singelal nanu saydan makay nipilian tu syen-ti-hu-kung-kwan-bung-cin saydan, ce-buy-cya atu cow-ci-cya ci Ke-li-s-ti-an.Ke-te=low-pu. Nye-bow, Nye-bow u palekalalay tu miunduay nu milihizaay , sakay ci Pey-tow-benan tabaki ku nikalilid tu nikauzipan.",
mm,,★☆☆,corpus_highfreq,"Lonicera japonica, known as golden-and-silver honeysuckle or Japanese honeysuckle in English, suikazura (スイカズラ／吸い葛 or 忍冬) in Japanese, jinyinhua (金银花) or rendongteng (忍冬藤) in Chinese, indongdeonggul (인동덩굴) in Korean, and kim ngân hoa in Vietnamese, is a species of honeysuckle native to eastern Asia including China, Japan and Korea. It is a twining vine able to climb up to 10 m (33 ft) high or more in trees, with opposite, simple oval leaves 3–8 cm (1.2–3.1 in) long and 2–3 cm (0.79–1.18 in) broa",
mo,,★☆☆,corpus_highfreq,"""Kakacawan a lalangawan  ba’tu a kapangan u lalangawan nu kasumamaday nisubelida a tuud tini i Kanaciwka,” Ra’ac a niyazu’ “Ra’ac kaliwasak u Pakara’ac, Raac atu Morenos tulu ku kasaniyazu’” Kinanoka a niyazu’ “ tiniay Amis a tademaw pangangan han “Kinaloka”, u imi sidamayay a lala’”. Kakacawan kenis Yakuba tini i Kakacawan a niyazu’an.",
mu,,★☆☆,corpus_highfreq,(九)saicelangen nu mita u Sakizaya minaam tu kamu nu mita zayhan nayay tuku matinengay mu sakamu,
mubahel,,★☆☆,corpus_highfreq,"1976 a mihcaan anisanga’an a “ci-ye-haw” u saayaway a sapatayza i zazan, nika tatenga’ nayi’ ku icelang mubahel ni zazan, uyza taneng i picumud atu tatukus a pikinsa dada’. saayaway patineng sapatayza i zazan sepat aca ku nisang’, pasazuma u “ngayaway banggu”,maazih banggu” atu ‘Ya-te-lan-ti-s banggu”, zuma “ngayaway banggu” atu Ke-lonpi-ya” namikawaw i 1986 a mihcaan atu 2003 a mihcaan mapelpel, taykungay a tademaw mahamin mapatay ku 14 a tademaw.",
mududuc,,★☆☆,corpus_highfreq,"* milubang “85 a sasulitan”研討會（85 分鐘） * pawayway “40 a sasulitan”示範（40分鐘） * musakamu “25 a sasulitan”講座（25 分鐘） * nu adidiay a masakaputay a pilubang “55 a sasulitan” * 小組討論（55 分鐘） * masakimuluay a pilubang “40 a sasulitan” * 圓桌會議（40 分鐘） * kasenu sa a musakamu “5-10 a sasulitan “ * 閃電演講（5/10分鐘） * u hay-paw “caay katatudeng mala nu mapulungay a sapilubang” * 海報（不適用－將成為共享海報會議的一部分） * duma sa “pasu sapakanamuh , nuayawan nu kawaw”. yu pacuyaku atu nidatengan atu sapitulin mududuc “25 a sasulitan” * 其",
mueneng,,★☆☆,corpus_highfreq,"1468 a mihcaan Pu-taw-ya nu mitahaway a balunga ci Pa-tow-low-mu.Ti-ya-s “Bartholomew Diaz” saayaway nisulitan tu dimian nu pitahawan i bayu a balungan musakamu tuyni Kay-pu-tun a tiniay. nika ayaw nu itini, nayi’ ku nisulitan tu naemekay nu Kay-pu-tun. uyzasa, nikutkutan tu ba’tu atu nisubelidan nababalaki mapawacay tu ayaw nuy nizaw tu ku mana’nelay tuynia a lala’. saayaway tiniay mueneng a tademaw hakay tahkal ayaw nu kung-yen cacay a bataan emang nu ba’tuay a ziday. mauzip kuheni tu kuliay a",
muenengay,,★☆☆,corpus_highfreq,"1521 q mihcaan, baaluhay muenengay patucek han tu tu ngangan “：Puerto Rico de San Juan Bautista”.",
muengeneng,,★☆☆,corpus_highfreq,"u niyazu' sa, u luyaluy nu tademaw, pulung muengeneng, u kabana' kami, hina u lalumaay amin i niyazu', caay kayadah ku ihekalay a tademaw.",
muhalhal,,★☆☆,corpus_highfreq,"Ita u mitihiyay tu a babalaki sa wicanan ku kawaw nu mita, widasa haymaw sa muhalhal mitudung tu aydaay a tademaw, minanam palutatenga, sadepsa kubalucu’ minanam. Salihalay han mitudung tu cacanan,",
mukasi,,★☆☆,corpus_highfreq,"1. i mukasi sa nu masakaputay atu cenhuay atu nu Tangabulan a kapulungan pahuding itini, sipapikaen tu katalalan atu sidi, atu sisaupuan tu kasuy, lutuk a tuudtuud, kiyu ina Kung-pu hananay a ngangan sa sipakayni ku kasingangan.",
mukeliday,,★☆☆,corpus_highfreq,"1625 a mihcaan , inatukay mala Balduino Enrico nu singing “ pangangan han Boudewijn Hendricksz/Bowdoin Henrick” nu mukeliday nu hulan a hitay mahimin han nuheni mialaw kuytiniay, nika El Morro mapacuked kuni kasasetulan maalaw maelul kya kitidaan .",
mulaliw,,★☆☆,corpus_highfreq,"2017 a mihca 8 a bulad 8 a demiad a labii i piazihan tabaki ku ninel, mahamin tu mapelad. zikuz nu ninel labu nu aazihan angangan sauwac a nanum nu Cyang caay tu katabaki. nika macebeday a kilakilanngan “nanum nu bayu” mulaliw tu amin. 9 a demiad macebeday a kilakilangan a sibali tu, nayi’ ku katalaw amapeci’.",
mulangaway,,★☆☆,corpus_highfreq,".kuyu, uzip nu micucu'ay, mukanay tu titi aadupan. mahiniay u kamu tu kuyu hananay, u zuma singanga aca tu sumanahay kuyu, kalumeni'ad ku kasumanah kuyu atu lutuk kuyu. dadawa ku tangila nu heni matineng a icuwa ku ngiha asaan, dadaw a pakasanek, tanayu' ku padahaw siduba', kadadawa ku nikaduba' katukuh 50 a bataan km/h, sisa angangan u buting, piya', kabus, kalang, edu, ayam, u cilekay adidi'ay aadupan ku nikanan, uzuma miala aca tu zumaay mulangaway a kakanan.",
muliyaw,,★☆☆,corpus_highfreq,"(Argentina amana sikaangic i takuwanan) (nu Amuhuwanay a kamu: Don't Cry for Me Argentina"", na u Amuhuwanay a tataynaan a mudadiway ci Mtan-na hananay iti 1996 a mihcaan sabaw tusa a bulad, nipakilulan a muliyaw mubelih a mudadiw, u sakay nu sinisaigaanay a dadiw ya (Argentina amana sikaangic i takuwanan) sakay nu ilabuay a sakasitungus a dadiw, u pitudungan tu ya acawa nu cungtung ci Feilung a tademaw u duma a nipangangan sa ci Uyta (Evita) sakanu katenes a nikaudipan nu kungku.",
mun,,★☆☆,corpus_highfreq,"i tikay Georgia u nu malukay a kanatal, u heci atu uciya ku nipalumaan. Georgia budu’ a epah idaw tu ku waluay a malebud nu mihecaan ku tenes nu likisi. u saka idaw hena tu kuwan-can, atu mun (錳) atu ton (銅). 2001 a mihecaan Georgia a tademaw i kanatal 54 a kilac (%, pasintu) ku pakuucay a tademaw.",
